user_id,avg_mouse_speed,avg_typing_speed,tab_switch_rate,mouse_click_rate,keyboard_error_rate,active_window_duration,is_improper_user
1,899.3428306022465,216.0752634756389,5.696572495333637,5.097140162197967,1.5281424516985989,122.94618437037171,0
2,772.347139765763,234.72502684731737,5.566647185071333,9.72507176531564,3.0127024710156,118.07675313370189,1
3,929.5377076201385,220.13094694774287,3.126960308389018,12.06485796853707,1.801813152697682,148.55372268058608,1
4,1104.605971281605,255.520902347306,6.159168443527476,15.748344554623458,2.0905692647176397,165.9849342427866,0
5,753.1693250553328,309.85892657309563,2.019834648846764,20.120811633034393,2.7173906066377174,140.6054083240385,0
6,753.1726086101639,211.44789214293976,3.691631348479343,18.47067971685882,1.9410365931510594,150.3463125351139,0
7,1115.8425631014784,300.0410248884207,1.0018243742043844,9.103376007762574,0.18215214167014104,113.47787303080757,1
8,953.4869458305818,210.91639638265562,8.117253033925628,13.141438689171737,3.0405875045535478,123.76214418417403,0
9,706.1051228130095,207.6186393751558,4.536901012109409,15.381877943512833,3.2549288299150514,164.5719622079892,0
10,908.5120087171929,290.92973091716067,9.333768069632622,13.688964377767503,0.16888390839955658,135.80134380774686,0
11,707.3164614375075,296.09681890038087,6.60589985303899,13.653523870658528,0.956708794338462,112.73910372711553,0
12,706.8540492859486,292.5704968381327,5.896196426702049,6.386283376728642,4.023879617485511,120.97651664362125,0
13,848.3924543132068,184.21012958909296,3.827544611438001,9.236329244301798,2.232034678503912,151.1145387091365,1
14,417.34395106844045,226.70245109639745,2.90729992862516,12.985300754303633,2.003551273270365,153.78681030972447,0
15,455.01643349739345,291.14942960016606,6.04594314779389,1.0,1.5736165929504298,94.73606575140678,0
16,687.5424941518055,252.07709202819473,4.856971981454036,18.20322160004927,0.9692973491433656,130.87773825140613,0
17,597.4337759331153,196.3153576901268,2.321459369029398,8.136604501444651,1.8055823576936165,119.76471472340066,1
18,862.8494665190548,272.9158969562721,1.966283166983363,18.43419066632569,2.974422739165711,118.03392455688875,0
19,618.3951848957578,214.25963705042648,3.0825925417128324,17.99458002235455,1.9843220406190007,159.9092385129215,0
20,517.5392597329417,339.72624241961057,8.64193445053246,12.28153478443808,2.6102840858930483,112.87385580318222,0
21,1093.1297537843109,327.2420731209129,9.426555836022608,20.00274162850769,3.765707148506563,102.73268690174635,0
22,754.8447399026928,280.2048713177784,5.40997829461782,18.715986724624667,1.419521819553807,95.55026086894458,0
23,813.5056409375848,318.0503352384887,5.297885592482577,13.455192645826797,2.3028749006584417,114.76359206383066,0
24,515.0503627573087,253.23956750616907,4.327359256340958,12.891201924041509,3.0043935609356778,97.94261193665534,0
25,691.1234550949634,288.2718747187508,3.1310293033809957,20.486163928321783,1.0670963665334035,94.05654712382844,0
26,822.1845179419732,323.88601476510377,7.750358115214488,16.16006919703832,2.178052828065805,93.30089622998716,1
27,569.8012845155395,262.27493408971566,8.747152787794272,20.223485841840713,3.872324524626361,95.08371887679601,1
28,875.1396036691344,237.24064142428583,3.2131618283214287,3.0551296282363154,1.6597496195401844,97.17502832947979,0
29,679.872262016239,164.7689020911442,4.834323243150797,15.49242548509731,3.0683465380037895,131.97158164975622,0
30,741.6612500413446,245.84332371392532,4.100267398579664,7.112954565153135,1.8588631227902281,61.20052432178586,0
31,679.6586775541206,291.1711592281156,4.159521850270046,14.871057462566185,3.79958701731699,98.9474025604943,0
32,1170.4556369017876,297.2816713783815,7.371816510859724,18.569101041729418,0.35453211116289474,116.99610277925302,0
33,797.3005550524132,275.21825328592047,2.3760769092677565,23.695700728745514,2.064956191010284,154.45873860534417,0
34,588.45781420882,222.935045251888,5.932939381872613,10.309166357814071,0.5211453048541101,112.62218882770249,0
